consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,categoria
186.42,True,14.0,Casa,0.59,INEFICIENTE
294.04,True,21.0,Casa,3.72,INEFICIENTE
33.71,True,3.0,Casa,0.0,EFICIENTE
199.2,True,8.0,Casa,1.24,INEFICIENTE
145.57,True,11.0,Casa,1.35,INEFICIENTE
191.49,True,15.0,Casa,1.12,INEFICIENTE
234.21,True,14.0,Casa,2.82,INEFICIENTE
123.82,True,15.0,Casa,0.23,INEFICIENTE
286.68,True,13.0,Casa,0.58,INEFICIENTE
341.87,True,13.0,Casa,2.75,INEFICIENTE
137.09,True,12.0,Casa,0.48,INEFICIENTE
263.85,True,8.0,Casa,4.82,INEFICIENTE
20.59,True,2.0,Casa,0.0,EFICIENTE
19.15,True,4.0,Casa,0.08,EFICIENTE
133.5,True,13.0,Casa,0.09,INEFICIENTE
51.67,True,4.0,Casa,0.07,EFICIENTE
133.08,True,9.0,Casa,0.58,INEFICIENTE
104.01,True,9.0,Casa,0.3,INEFICIENTE
121.34,True,8.0,Casa,0.2,INEFICIENTE
181.53,True,11.0,Casa,0.49,INEFICIENTE
124.52,True,9.0,Casa,0.27,INEFICIENTE
128.1,True,10.0,Casa,0.4,INEFICIENTE
114.06,True,15.0,Casa,0.28,INEFICIENTE
58.99,True,6.0,Casa,0.1,EFICIENTE
164.67,True,12.0,Casa,0.28,INEFICIENTE
110.89,True,10.0,Casa,0.26,INEFICIENTE
80.45,True,6.0,Casa,0.1,MODERADO
94.34,True,8.0,Casa,0.06,MODERADO
260.1,True,23.0,Casa,0.67,INEFICIENTE
134.4,True,14.0,Casa,0.34,INEFICIENTE
124.54,True,7.0,Casa,0.08,INEFICIENTE
360.75,True,9.0,Casa,5.38,INEFICIENTE
94.46,True,4.0,Casa,0.38,INEFICIENTE
81.29,True,7.0,Casa,0.41,MODERADO
45.81,True,2.0,Casa,0.0,EFICIENTE
68.39,True,5.0,Casa,0.29,MODERADO
137.05,True,13.0,Casa,0.1,INEFICIENTE
115.99,True,11.0,Casa,0.81,INEFICIENTE
150.63,True,16.0,Casa,0.81,INEFICIENTE
195.1,True,18.0,Casa,2.17,INEFICIENTE
79.33,True,8.0,Casa,0.19,MODERADO
21.16,True,5.0,Casa,0.11,EFICIENTE
168.9,True,17.0,Casa,0.86,INEFICIENTE
137.68,True,9.0,Casa,0.29,INEFICIENTE
489.33,True,16.0,Casa,6.74,INEFICIENTE
59.06,True,5.0,Casa,0.0,MODERADO
162.68,True,12.0,Casa,0.47,INEFICIENTE
115.83,True,14.0,Casa,1.07,INEFICIENTE
178.36,True,12.0,Casa,0.26,INEFICIENTE
101.12,True,13.0,Casa,0.19,MODERADO
129.7,True,18.0,Casa,0.78,INEFICIENTE
115.36,True,9.0,Casa,0.31,INEFICIENTE
240.4,True,13.0,Casa,1.85,INEFICIENTE
63.84,True,6.0,Casa,0.0,MODERADO
69.59,True,9.0,Casa,0.1,EFICIENTE
62.7,True,7.0,Casa,0.15,EFICIENTE
91.65,True,5.0,Casa,0.07,MODERADO
127.56,True,10.0,Casa,0.56,INEFICIENTE
223.77,True,14.0,Casa,1.19,INEFICIENTE
141.05,True,9.0,Casa,1.34,INEFICIENTE
173.0,True,21.0,Casa,0.57,INEFICIENTE
123.46,True,15.0,Casa,0.35,INEFICIENTE
291.51,True,28.0,Casa,3.26,INEFICIENTE
97.13,True,10.0,Casa,0.42,MODERADO
114.21,True,12.0,Casa,0.56,INEFICIENTE
108.41,True,7.0,Casa,0.31,INEFICIENTE
246.87,True,21.0,Casa,3.69,INEFICIENTE
303.84,True,18.0,Casa,1.52,INEFICIENTE
400.49,True,39.0,Casa,0.7,INEFICIENTE
301.07,True,22.0,Casa,3.75,INEFICIENTE
216.76,True,7.0,Casa,3.8,INEFICIENTE
391.55,True,14.0,Casa,5.77,INEFICIENTE
520.03,True,20.0,Casa,8.38,INEFICIENTE
286.1,True,26.0,Casa,1.87,INEFICIENTE
127.15,True,9.0,Casa,0.16,INEFICIENTE
151.4,True,12.0,Casa,0.2,INEFICIENTE
115.78,True,13.0,Casa,0.23,INEFICIENTE
253.42,True,14.0,Casa,2.27,INEFICIENTE
230.74,True,14.0,Casa,2.46,INEFICIENTE
80.37,True,10.0,Casa,1.03,MODERADO
106.23,True,11.0,Casa,0.2,MODERADO
156.67,True,18.0,Casa,1.88,INEFICIENTE
145.13,True,11.0,Casa,0.77,INEFICIENTE
78.12,True,7.0,Casa,0.38,MODERADO
115.1,True,15.0,Casa,0.33,INEFICIENTE
68.71,True,7.0,Casa,0.3,MODERADO
211.29,True,25.0,Casa,0.42,INEFICIENTE
145.54,True,8.0,Casa,0.21,INEFICIENTE
200.23,True,21.0,Casa,1.31,INEFICIENTE
139.9,True,12.0,Casa,1.35,INEFICIENTE
68.75,True,6.0,Casa,0.11,MODERADO
500.61,True,32.0,Casa,7.33,INEFICIENTE
343.37,True,7.0,Casa,5.69,INEFICIENTE
101.27,True,9.0,Casa,0.26,INEFICIENTE
373.38,True,23.0,Casa,4.32,INEFICIENTE
344.59,True,26.0,Casa,2.05,INEFICIENTE
140.82,True,11.0,Vivienda_compartida,1.89,INEFICIENTE
142.36,True,14.0,Casa,0.55,INEFICIENTE
117.02,True,10.0,Casa,1.06,INEFICIENTE
97.59,True,6.0,Casa,0.07,MODERADO
38.38,True,2.0,Casa,0.0,EFICIENTE
98.55,True,9.0,Casa,0.78,INEFICIENTE
156.19,True,12.0,Casa,0.3,INEFICIENTE
166.06,True,13.0,Casa,0.79,INEFICIENTE
107.15,True,9.0,Casa,0.46,INEFICIENTE
118.96,True,8.0,Casa,0.56,INEFICIENTE
151.77,True,18.0,Casa,0.87,INEFICIENTE
783.49,True,33.0,Casa,13.95,INEFICIENTE
44.23,True,9.0,Casa,0.11,EFICIENTE
136.28,True,8.0,Casa,0.02,INEFICIENTE
93.41,True,7.0,Casa,0.23,INEFICIENTE
123.94,True,9.0,Casa,0.19,INEFICIENTE
95.59,True,6.0,Casa,0.99,INEFICIENTE
155.2,True,17.0,Casa,0.26,INEFICIENTE
286.82,True,15.0,Casa,2.77,INEFICIENTE
79.8,True,10.0,Casa,0.3,MODERADO
122.94,True,13.0,Casa,0.53,INEFICIENTE
52.02,True,6.0,Casa,0.01,EFICIENTE
221.06,True,15.0,Casa,0.7,INEFICIENTE
46.47,True,6.0,Casa,0.08,EFICIENTE
131.06,True,14.0,Casa,0.35,INEFICIENTE
77.77,True,5.0,Casa,0.17,MODERADO
71.59,True,8.0,Casa,0.09,EFICIENTE
386.71,True,13.0,Casa,4.72,INEFICIENTE
117.99,True,13.0,Casa,0.58,INEFICIENTE
89.95,True,11.0,Casa,0.63,INEFICIENTE
282.0,True,29.0,Casa,0.96,INEFICIENTE
195.91,True,16.0,Casa,1.6,INEFICIENTE
76.03,True,5.0,Casa,0.0,MODERADO
324.23,True,15.0,Casa,5.28,INEFICIENTE
528.99,True,24.0,Casa,8.42,INEFICIENTE
379.35,True,16.0,Casa,6.47,INEFICIENTE
124.88,True,14.0,Casa,1.26,INEFICIENTE
97.53,True,17.0,Casa,0.89,INEFICIENTE
90.55,True,10.0,Casa,1.16,INEFICIENTE
54.9,True,11.0,Casa,0.15,EFICIENTE
66.95,True,9.0,Casa,0.64,MODERADO
129.25,True,9.0,Casa,1.32,INEFICIENTE
140.7,True,11.0,Casa,1.59,INEFICIENTE
87.67,True,8.0,Casa,0.51,INEFICIENTE
161.57,True,14.0,Casa,0.62,INEFICIENTE
81.38,True,13.0,Casa,0.15,EFICIENTE
244.53,True,13.0,Casa,2.68,INEFICIENTE
318.5,True,13.0,Casa,4.38,INEFICIENTE
152.64,True,16.0,Casa,1.17,INEFICIENTE
259.24,True,15.0,Casa,1.21,INEFICIENTE
124.17,True,9.0,Casa,1.1,INEFICIENTE
193.76,True,17.0,Casa,0.5,INEFICIENTE
139.43,True,12.0,Casa,0.6,INEFICIENTE
305.04,True,28.0,Casa,2.99,INEFICIENTE
95.41,True,18.0,Casa,0.16,MODERADO
353.37,True,19.0,Casa,5.66,INEFICIENTE
116.51,True,19.0,Casa,1.0,INEFICIENTE
71.47,True,4.0,Casa,0.19,MODERADO
94.22,True,13.0,Casa,0.18,MODERADO
332.52,True,15.0,Casa,3.7,INEFICIENTE
90.38,True,9.0,Casa,0.6,MODERADO
133.64,True,8.0,Casa,1.37,INEFICIENTE
136.45,True,14.0,Casa,1.23,INEFICIENTE
152.17,True,12.0,Casa,0.14,INEFICIENTE
157.51,True,9.0,Casa,0.58,INEFICIENTE
160.65,True,15.0,Departamento,1.47,INEFICIENTE
153.16,True,8.0,Casa,0.38,INEFICIENTE
118.86,True,6.0,Casa,0.07,INEFICIENTE
44.57,True,8.0,Casa,0.11,EFICIENTE
183.83,True,18.0,Casa,0.59,INEFICIENTE
134.39,True,12.0,Casa,0.52,INEFICIENTE
236.21,True,13.0,Casa,3.0,INEFICIENTE
99.18,True,9.0,Casa,0.12,MODERADO
188.89,True,15.0,Casa,2.43,INEFICIENTE
131.73,True,9.0,Casa,0.57,INEFICIENTE
128.38,True,8.0,Casa,0.3,INEFICIENTE
24.28,True,5.0,Casa,0.06,EFICIENTE
150.45,True,16.0,Departamento,0.55,INEFICIENTE
85.65,True,5.0,Casa,0.29,INEFICIENTE
44.94,True,5.0,Casa,0.11,EFICIENTE
91.23,True,7.0,Casa,0.19,INEFICIENTE
43.19,True,4.0,Casa,0.1,EFICIENTE
259.46,True,10.0,Casa,3.77,INEFICIENTE
138.96,True,8.0,Casa,0.98,INEFICIENTE
95.25,True,11.0,Casa,0.11,MODERADO
145.05,True,7.0,Casa,0.55,INEFICIENTE
59.34,True,6.0,Casa,0.14,EFICIENTE
161.02,True,9.0,Casa,1.59,INEFICIENTE
88.89,True,9.0,Departamento,0.46,MODERADO
171.7,True,8.0,Casa,0.12,INEFICIENTE
47.15,True,4.0,Casa,0.0,EFICIENTE
5.09,True,1.0,Casa,0.0,EFICIENTE
96.3,True,7.0,Casa,0.15,MODERADO
238.11,True,10.0,Casa,0.36,INEFICIENTE
119.99,True,12.0,Casa,0.46,INEFICIENTE
274.46,True,17.0,Casa,0.36,INEFICIENTE
122.01,True,6.0,Casa,0.07,INEFICIENTE
50.12,True,4.0,Casa,0.08,EFICIENTE
148.7,True,13.0,Casa,0.59,INEFICIENTE
193.17,True,16.0,Casa,0.74,INEFICIENTE
77.91,True,21.0,Casa,0.15,EFICIENTE
58.37,True,7.0,Casa,0.15,EFICIENTE
93.6,True,6.0,Casa,0.0,MODERADO
87.85,True,9.0,Casa,0.01,MODERADO
66.39,True,10.0,Casa,0.29,MODERADO
96.4,True,6.0,Casa,0.81,INEFICIENTE
144.05,True,8.0,Casa,0.24,INEFICIENTE
327.33,True,13.0,Casa,1.63,INEFICIENTE
144.65,True,10.0,Casa,0.56,INEFICIENTE
67.56,True,8.0,Casa,0.1,EFICIENTE
282.35,True,17.0,Casa,2.95,INEFICIENTE
38.74,True,3.0,Casa,0.08,EFICIENTE
68.94,True,5.0,Casa,0.1,MODERADO
8.51,True,4.0,Casa,0.0,EFICIENTE
76.23,True,5.0,Casa,0.77,INEFICIENTE
83.76,True,6.0,Casa,0.32,INEFICIENTE
112.97,True,7.0,Casa,0.08,MODERADO
76.28,True,13.0,Casa,0.25,MODERADO
115.36,True,8.0,Casa,1.13,INEFICIENTE
71.78,True,5.0,Casa,0.04,MODERADO
42.55,True,3.0,Casa,0.0,EFICIENTE
91.17,True,14.0,Casa,0.3,MODERADO
74.87,True,8.0,Casa,0.2,MODERADO
57.77,True,9.0,Casa,0.1,EFICIENTE
88.13,True,4.0,Casa,0.19,INEFICIENTE
19.78,True,4.0,Casa,0.28,EFICIENTE
170.19,True,7.0,Casa,0.2,INEFICIENTE
75.94,True,7.0,Casa,0.24,MODERADO
640.34,True,10.0,Casa,11.65,INEFICIENTE
116.79,True,11.0,Casa,0.1,INEFICIENTE
146.53,True,10.0,Casa,0.39,INEFICIENTE
98.14,True,15.0,Casa,0.23,MODERADO
110.51,True,7.0,Casa,0.16,MODERADO
110.48,True,9.0,Casa,0.49,INEFICIENTE
88.1,True,7.0,Casa,0.14,MODERADO
87.42,True,8.0,Casa,0.33,INEFICIENTE
259.3,True,9.0,Casa,0.1,INEFICIENTE
173.63,True,15.0,Casa,1.96,INEFICIENTE
147.48,True,7.0,Casa,0.14,INEFICIENTE
41.86,True,5.0,Casa,0.15,EFICIENTE
59.88,True,5.0,Casa,0.11,MODERADO
104.53,True,7.0,Casa,0.32,INEFICIENTE
107.61,True,16.0,Casa,0.2,MODERADO
209.49,True,18.0,Casa,0.69,INEFICIENTE
56.68,True,4.0,Casa,0.06,EFICIENTE
74.22,True,8.0,Casa,0.34,MODERADO
9.05,True,2.0,Casa,0.0,EFICIENTE
75.1,True,11.0,Casa,0.17,EFICIENTE
238.54,True,26.0,Casa,1.31,INEFICIENTE
58.64,True,3.0,Casa,0.04,MODERADO
96.65,True,11.0,Casa,0.78,INEFICIENTE
106.48,True,5.0,Casa,0.44,INEFICIENTE
115.23,True,9.0,Casa,0.48,INEFICIENTE
58.61,True,17.0,Casa,0.08,EFICIENTE
178.17,True,15.0,Casa,0.46,INEFICIENTE
67.72,True,6.0,Casa,0.03,MODERADO
13.23,True,4.0,Casa,0.06,EFICIENTE
100.24,True,6.0,Casa,0.11,MODERADO
71.08,True,7.0,Casa,0.06,MODERADO
176.15,True,14.0,Casa,1.39,INEFICIENTE
113.15,True,6.0,Casa,0.1,MODERADO
275.84,True,14.0,Casa,0.94,INEFICIENTE
85.43,True,9.0,Casa,0.15,MODERADO
26.21,True,4.0,Casa,0.11,EFICIENTE
103.77,True,7.0,Casa,0.34,INEFICIENTE
77.45,True,10.0,Casa,0.0,EFICIENTE
296.12,True,31.0,Casa,0.53,INEFICIENTE
113.99,True,8.0,Casa,0.25,INEFICIENTE
87.81,True,10.0,Casa,0.28,MODERADO
64.43,True,7.0,Casa,0.07,EFICIENTE
47.96,True,8.0,Casa,0.04,EFICIENTE
32.49,True,2.0,Casa,0.0,EFICIENTE
115.4,True,11.0,Casa,0.29,INEFICIENTE
70.94,True,10.0,Casa,0.16,EFICIENTE
94.01,True,8.0,Casa,0.33,INEFICIENTE
59.26,True,7.0,Casa,0.21,MODERADO
221.62,True,16.0,Casa,1.75,INEFICIENTE
59.38,True,9.0,Casa,0.34,MODERADO
51.47,True,2.0,Casa,0.0,MODERADO
83.85,True,8.0,Casa,0.19,INEFICIENTE
85.97,True,9.0,Casa,0.37,MODERADO
98.71,True,12.0,Casa,0.13,MODERADO
206.21,True,20.0,Casa,1.36,INEFICIENTE
53.68,True,7.0,Casa,0.19,EFICIENTE
296.67,True,17.0,Casa,4.14,INEFICIENTE
62.93,True,6.0,Casa,0.1,MODERADO
100.36,True,12.0,Casa,0.57,MODERADO
135.06,True,17.0,Casa,0.67,INEFICIENTE
65.98,True,8.0,Casa,0.19,MODERADO
389.73,True,25.0,Casa,2.9,INEFICIENTE
70.27,True,11.0,Casa,0.57,MODERADO
48.6,True,5.0,Casa,0.06,EFICIENTE
90.01,True,6.0,Casa,0.17,MODERADO
180.59,True,9.0,Casa,2.55,INEFICIENTE
69.84,True,9.0,Casa,0.05,EFICIENTE
51.43,True,4.0,Casa,0.0,EFICIENTE
104.69,True,12.0,Casa,0.28,MODERADO
277.25,True,15.0,Casa,3.8,INEFICIENTE
67.54,True,8.0,Casa,0.06,EFICIENTE
69.1,True,7.0,Casa,0.29,MODERADO
84.16,True,8.0,Casa,0.08,MODERADO
64.82,True,9.0,Casa,0.19,MODERADO
43.53,True,8.0,Casa,0.14,EFICIENTE
33.86,True,3.0,Casa,0.02,EFICIENTE
88.53,True,13.0,Casa,0.15,MODERADO
49.84,True,11.0,Casa,0.21,EFICIENTE
82.75,True,7.0,Casa,0.5,MODERADO
95.52,True,8.0,Casa,0.27,INEFICIENTE
43.53,True,4.0,Casa,0.02,EFICIENTE
115.92,True,12.0,Casa,0.31,INEFICIENTE
97.97,True,10.0,Casa,0.26,MODERADO
89.84,True,10.0,Casa,0.12,MODERADO
78.07,True,5.0,Casa,0.48,MODERADO
86.03,True,5.0,Casa,0.29,INEFICIENTE
71.07,True,4.0,Casa,0.19,MODERADO
135.59,True,8.0,Casa,0.36,INEFICIENTE
120.19,True,11.0,Casa,0.3,INEFICIENTE
220.76,True,12.0,Casa,0.94,INEFICIENTE
50.35,True,1.0,Casa,0.0,MODERADO
131.73,True,11.0,Casa,0.44,INEFICIENTE
228.19,True,13.0,Casa,0.94,INEFICIENTE
47.48,True,6.0,Casa,0.23,EFICIENTE
93.3,True,7.0,Casa,0.43,INEFICIENTE
48.92,True,5.0,Casa,0.23,EFICIENTE
340.54,True,19.0,Casa,5.46,INEFICIENTE
46.27,True,5.0,Casa,0.11,EFICIENTE
109.04,True,8.0,Casa,0.3,INEFICIENTE
55.7,True,5.0,Casa,0.19,MODERADO
50.51,True,4.0,Casa,0.04,EFICIENTE
26.83,True,4.0,Casa,0.3,EFICIENTE
114.56,True,8.0,Casa,0.24,INEFICIENTE
6.58,True,3.0,Casa,0.05,EFICIENTE
133.16,True,10.0,Departamento,0.43,INEFICIENTE
187.36,True,14.0,Casa,1.43,INEFICIENTE
227.89,True,10.0,Casa,0.01,INEFICIENTE
89.63,True,6.0,Casa,0.19,INEFICIENTE
98.52,True,8.0,Casa,0.1,MODERADO
143.33,True,10.0,Casa,0.5,INEFICIENTE
179.78,True,7.0,Casa,0.19,INEFICIENTE
57.63,True,5.0,Casa,0.0,MODERADO
98.37,True,6.0,Casa,0.19,INEFICIENTE
69.32,True,7.0,Casa,0.28,MODERADO
150.08,True,10.0,Casa,0.3,INEFICIENTE
125.16,True,9.0,Departamento,0.69,INEFICIENTE
71.12,True,2.0,Casa,0.24,INEFICIENTE
542.25,True,8.0,Casa,9.88,INEFICIENTE
54.14,True,3.0,Casa,0.0,EFICIENTE
80.04,True,5.0,Casa,0.32,MODERADO
115.01,True,7.0,Casa,0.14,INEFICIENTE
107.86,True,7.0,Casa,0.24,INEFICIENTE
57.59,True,11.0,Casa,0.1,EFICIENTE
33.54,True,4.0,Casa,0.0,EFICIENTE
46.42,True,6.0,Casa,0.28,EFICIENTE
191.4,True,12.0,Casa,1.44,INEFICIENTE
77.78,True,8.0,Casa,0.36,MODERADO
81.96,True,6.0,Casa,0.74,MODERADO
57.46,True,10.0,Casa,0.37,MODERADO
47.99,True,7.0,Casa,0.3,EFICIENTE
92.75,True,8.0,Casa,0.25,INEFICIENTE
4.82,True,4.0,Casa,0.03,EFICIENTE
88.85,True,5.0,Casa,0.0,MODERADO
68.76,True,8.0,Casa,0.25,MODERADO
73.23,True,7.0,Casa,0.05,MODERADO
85.18,True,8.0,Casa,0.19,INEFICIENTE
130.37,True,10.0,Casa,0.46,INEFICIENTE
97.0,True,8.0,Casa,0.29,INEFICIENTE
366.75,True,15.0,Casa,4.74,INEFICIENTE
82.56,True,5.0,Casa,0.14,MODERADO
82.28,True,10.0,Casa,0.07,EFICIENTE
17.39,True,7.0,Casa,0.07,EFICIENTE
153.96,True,11.0,Casa,1.56,INEFICIENTE
93.97,True,8.0,Casa,0.08,MODERADO
35.74,True,6.0,Casa,0.23,EFICIENTE
54.56,True,8.0,Casa,0.09,EFICIENTE
70.3,True,10.0,Casa,0.22,MODERADO
37.81,True,4.0,Casa,0.05,EFICIENTE
136.31,True,10.0,Casa,0.29,INEFICIENTE
166.2,True,14.0,Casa,0.68,INEFICIENTE
41.22,True,7.0,Casa,0.1,EFICIENTE
64.66,True,7.0,Casa,0.19,MODERADO
58.59,True,3.0,Casa,0.0,MODERADO
120.01,True,7.0,Casa,0.77,INEFICIENTE
31.79,True,2.0,Casa,0.0,EFICIENTE
180.59,True,18.0,Casa,0.95,INEFICIENTE
37.31,True,7.0,Casa,0.21,EFICIENTE
42.91,True,5.0,Casa,0.13,EFICIENTE
44.42,True,5.0,Casa,0.02,EFICIENTE
59.22,True,9.0,Casa,0.26,MODERADO
47.65,True,6.0,Casa,0.04,EFICIENTE
20.06,True,3.0,Casa,0.19,EFICIENTE
103.09,True,8.0,Casa,0.2,INEFICIENTE
70.18,True,5.0,Casa,0.51,MODERADO
132.8,True,16.0,Casa,0.35,INEFICIENTE
64.15,True,5.0,Casa,0.16,MODERADO
91.85,True,6.0,Casa,1.0,INEFICIENTE
42.58,True,3.0,Casa,0.0,EFICIENTE
67.71,True,8.0,Casa,0.32,MODERADO
107.4,True,8.0,Casa,0.32,INEFICIENTE
182.34,True,24.0,Casa,1.03,INEFICIENTE
36.59,True,4.0,Casa,0.17,EFICIENTE
54.61,True,3.0,Casa,0.03,EFICIENTE
86.39,True,7.0,Casa,0.36,INEFICIENTE
129.76,True,11.0,Casa,0.21,INEFICIENTE
92.12,True,11.0,Casa,0.61,MODERADO
95.5,True,7.0,Casa,0.19,INEFICIENTE
64.29,True,7.0,Casa,0.23,MODERADO
169.08,True,14.0,Casa,0.15,INEFICIENTE
80.43,True,7.0,Casa,0.11,MODERADO
63.85,True,4.0,Casa,0.29,MODERADO
68.49,True,8.0,Casa,0.18,MODERADO
160.11,True,10.0,Casa,0.22,INEFICIENTE
56.74,True,7.0,Casa,0.4,EFICIENTE
56.53,True,8.0,Casa,0.11,EFICIENTE
227.31,True,17.0,Casa,2.36,INEFICIENTE
308.3,True,14.0,Casa,2.39,INEFICIENTE
585.71,True,16.0,Casa,10.54,INEFICIENTE
56.26,True,4.0,Casa,0.19,MODERADO
113.24,True,11.0,Casa,0.96,INEFICIENTE
80.26,True,6.0,Casa,0.0,MODERADO
182.98,True,13.0,Casa,0.26,INEFICIENTE
123.03,True,8.0,Casa,0.74,INEFICIENTE
147.93,True,16.0,Casa,0.21,INEFICIENTE
8.01,True,3.0,Casa,0.02,EFICIENTE
16.28,True,2.0,Casa,0.19,EFICIENTE
67.69,True,1.0,Casa,0.0,MODERADO
90.04,True,7.0,Casa,0.14,MODERADO
308.79,True,17.0,Casa,4.28,INEFICIENTE
66.38,True,7.0,Casa,0.16,EFICIENTE
86.47,True,9.0,Casa,0.15,MODERADO
108.1,True,8.0,Casa,0.28,INEFICIENTE
139.43,True,16.0,Casa,0.66,INEFICIENTE
163.96,True,14.0,Casa,1.15,INEFICIENTE
42.85,True,5.0,Casa,0.0,EFICIENTE
85.76,True,6.0,Casa,0.17,MODERADO
57.1,True,7.0,Casa,0.15,EFICIENTE
68.52,True,10.0,Casa,0.14,EFICIENTE
4.96,True,1.0,Casa,0.0,EFICIENTE
58.27,True,5.0,Casa,0.14,MODERADO
13.04,True,1.0,Casa,0.0,EFICIENTE
24.8,True,19.0,Casa,0.06,EFICIENTE
35.12,True,4.0,Casa,0.19,EFICIENTE
45.63,True,6.0,Casa,0.15,EFICIENTE
104.75,True,9.0,Casa,0.05,MODERADO
72.27,True,5.0,Casa,0.08,MODERADO
87.04,True,6.0,Casa,0.15,MODERADO
76.69,True,8.0,Casa,0.23,MODERADO
54.76,True,7.0,Casa,0.0,EFICIENTE
33.66,True,4.0,Casa,0.0,EFICIENTE
62.32,True,6.0,Casa,0.23,MODERADO
35.8,True,6.0,Casa,0.13,EFICIENTE
35.61,True,5.0,Casa,0.14,EFICIENTE
82.23,True,8.0,Casa,0.07,MODERADO
37.33,True,3.0,Casa,0.0,EFICIENTE
154.81,True,13.0,Casa,0.78,INEFICIENTE
49.8,True,4.0,Casa,0.14,EFICIENTE
77.63,True,9.0,Casa,0.21,MODERADO
8.73,True,2.0,Casa,0.08,EFICIENTE
57.38,True,7.0,Casa,0.21,MODERADO
53.98,True,9.0,Casa,0.1,EFICIENTE
51.29,True,4.0,Casa,0.0,EFICIENTE
30.5,True,5.0,Casa,0.1,EFICIENTE
30.11,True,8.0,Casa,0.24,EFICIENTE
39.72,True,8.0,Casa,0.07,EFICIENTE
39.85,True,5.0,Casa,0.15,EFICIENTE
131.66,True,14.0,Casa,0.97,INEFICIENTE
77.9,True,7.0,Casa,0.46,MODERADO
84.9,True,13.0,Casa,0.3,MODERADO
16.85,True,2.0,Casa,0.06,EFICIENTE
49.0,True,8.0,Casa,0.08,EFICIENTE
67.61,True,5.0,Casa,0.23,MODERADO
32.67,True,4.0,Casa,0.07,EFICIENTE
63.02,True,9.0,Casa,0.06,EFICIENTE
86.45,True,4.0,Casa,0.27,INEFICIENTE
26.59,True,7.0,Casa,0.15,EFICIENTE
136.36,True,5.0,Casa,0.0,INEFICIENTE
158.1,True,12.0,Casa,0.37,INEFICIENTE
190.21,True,11.0,Casa,1.12,INEFICIENTE
63.21,True,6.0,Casa,0.0,MODERADO
92.14,True,8.0,Casa,0.47,INEFICIENTE
88.88,True,8.0,Casa,0.38,INEFICIENTE
6.62,True,3.0,Casa,0.0,EFICIENTE
6.09,True,4.0,Casa,0.0,EFICIENTE
9.13,True,0.0,Casa,0.0,EFICIENTE
21.31,True,4.0,Casa,0.01,EFICIENTE
15.67,True,4.0,Casa,0.0,EFICIENTE
226.69,True,10.0,Casa,3.52,INEFICIENTE
98.44,True,11.0,Casa,0.27,MODERADO
142.07,True,8.0,Casa,0.61,INEFICIENTE
435.22,True,16.0,Casa,6.22,INEFICIENTE
91.12,True,10.0,Casa,0.78,INEFICIENTE
151.86,True,9.0,Casa,1.99,INEFICIENTE
65.09,True,7.0,Casa,0.19,MODERADO
27.16,True,4.0,Casa,0.17,EFICIENTE
67.05,True,6.0,Casa,0.0,MODERADO
63.55,True,7.0,Casa,0.23,MODERADO
0.18,True,0.0,Casa,0.0,EFICIENTE
0.23,True,0.0,Casa,0.0,EFICIENTE
177.27,True,22.0,Casa,0.51,INEFICIENTE
2.24,True,1.0,Casa,0.05,EFICIENTE
0.55,True,0.0,Casa,0.0,EFICIENTE
1.58,True,2.0,Casa,0.0,EFICIENTE
0.73,True,0.0,Casa,0.0,EFICIENTE
18.61,True,2.0,Casa,0.0,EFICIENTE
4.38,True,0.0,Casa,0.0,EFICIENTE
44.46,True,4.0,Casa,0.56,MODERADO
129.92,True,15.0,Casa,0.56,INEFICIENTE
82.3,True,6.0,Casa,0.24,MODERADO
52.42,True,6.0,Casa,0.19,EFICIENTE
67.75,True,9.0,Casa,0.12,EFICIENTE
52.35,True,6.0,Casa,0.08,EFICIENTE
25.28,True,2.0,Casa,0.01,EFICIENTE
39.19,True,4.0,Casa,0.07,EFICIENTE
67.81,True,8.0,Casa,0.34,MODERADO
37.12,True,2.0,Casa,0.14,EFICIENTE
82.99,True,9.0,Casa,0.09,EFICIENTE
46.09,True,3.0,Casa,0.0,EFICIENTE
15.22,True,0.0,Casa,0.0,EFICIENTE
58.62,True,6.0,Casa,0.19,MODERADO
49.76,True,4.0,Casa,0.0,EFICIENTE
47.47,True,4.0,Casa,0.0,EFICIENTE
22.23,True,4.0,Casa,0.01,EFICIENTE
78.38,True,5.0,Casa,0.1,MODERADO
43.67,True,5.0,Casa,0.1,EFICIENTE
152.73,True,6.0,Casa,0.3,INEFICIENTE
132.2,True,6.0,Casa,0.14,INEFICIENTE
102.12,True,11.0,Casa,0.3,MODERADO
171.26,True,6.0,Casa,0.3,INEFICIENTE
104.02,True,5.0,Casa,0.34,INEFICIENTE
127.01,True,6.0,Casa,0.11,INEFICIENTE
59.81,True,5.0,Casa,0.0,MODERADO
22.54,True,3.0,Casa,0.0,EFICIENTE
64.89,True,3.0,Casa,0.11,MODERADO
63.77,True,3.0,Casa,0.11,MODERADO
101.99,True,8.0,Casa,0.11,MODERADO
29.74,True,4.0,Casa,0.0,EFICIENTE
66.91,True,7.0,Casa,0.22,MODERADO
25.57,True,0.0,Casa,0.0,MODERADO
110.18,True,7.0,Casa,0.19,INEFICIENTE
59.01,True,3.0,Casa,0.0,MODERADO
91.24,True,5.0,Casa,0.0,MODERADO
