consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,categoria
152.91,True,14.0,Casa,0.19,INEFICIENTE
184.67,True,16.0,Casa,0.7,INEFICIENTE
228.56,True,9.0,Casa,3.98,INEFICIENTE
93.44,True,10.0,Casa,0.17,MODERADO
957.95,True,22.0,Casa,15.55,INEFICIENTE
85.99,True,9.0,Casa,0.23,MODERADO
110.6,True,15.0,Casa,0.12,MODERADO
66.83,True,10.0,Casa,0.18,MODERADO
88.19,True,6.0,Casa,0.0,MODERADO
72.26,True,10.0,Casa,0.26,MODERADO
297.69,True,17.0,Casa,1.77,INEFICIENTE
77.37,True,9.0,Casa,0.11,EFICIENTE
178.79,True,17.0,Casa,0.54,INEFICIENTE
742.76,True,8.0,Casa,15.14,INEFICIENTE
50.47,True,5.0,Casa,0.02,EFICIENTE
102.12,True,12.0,Casa,0.58,MODERADO
151.59,True,17.0,Casa,0.9,INEFICIENTE
72.39,True,7.0,Casa,0.13,MODERADO
99.37,True,7.0,Casa,0.14,MODERADO
111.14,True,8.0,Casa,0.1,MODERADO
118.21,True,10.0,Casa,0.3,INEFICIENTE
100.79,True,11.0,Casa,0.2,MODERADO
95.08,True,11.0,Casa,0.34,MODERADO
59.59,True,5.0,Casa,0.12,MODERADO
39.46,True,3.0,Casa,0.0,EFICIENTE
206.37,True,20.0,Casa,0.85,INEFICIENTE
106.33,True,12.0,Casa,0.26,MODERADO
217.54,True,18.0,Casa,1.6,INEFICIENTE
68.17,True,11.0,Casa,0.07,EFICIENTE
131.62,True,13.0,Casa,0.43,INEFICIENTE
87.91,True,8.0,Casa,0.09,MODERADO
142.11,True,16.0,Casa,0.81,INEFICIENTE
87.57,True,4.0,Departamento,0.0,MODERADO
121.52,True,7.0,Casa,0.23,INEFICIENTE
171.6,True,10.0,Casa,0.19,INEFICIENTE
79.69,True,6.0,Casa,0.18,MODERADO
140.28,True,9.0,Casa,0.16,INEFICIENTE
75.66,True,9.0,Casa,0.07,EFICIENTE
30.29,True,4.0,Casa,0.25,EFICIENTE
126.24,True,9.0,Casa,0.7,INEFICIENTE
131.27,True,14.0,Casa,0.43,INEFICIENTE
69.92,True,10.0,Casa,0.79,MODERADO
92.54,True,6.0,Casa,0.14,MODERADO
491.86,True,29.0,Casa,3.91,INEFICIENTE
149.11,True,13.0,Casa,0.39,INEFICIENTE
145.69,True,14.0,Casa,0.18,INEFICIENTE
82.97,True,11.0,Casa,0.35,MODERADO
38.66,True,8.0,Casa,0.15,EFICIENTE
44.28,True,3.0,Casa,0.0,EFICIENTE
89.57,True,4.0,Casa,0.0,MODERADO
118.44,True,9.0,Casa,0.35,INEFICIENTE
147.56,True,12.0,Casa,0.23,INEFICIENTE
245.99,True,16.0,Casa,1.04,INEFICIENTE
260.95,True,10.0,Casa,0.96,INEFICIENTE
22.33,True,1.0,Casa,0.0,EFICIENTE
139.4,True,6.0,Casa,0.01,INEFICIENTE
171.76,True,16.0,Casa,0.25,INEFICIENTE
274.97,True,20.0,Casa,1.88,INEFICIENTE
83.82,True,5.0,Casa,0.11,MODERADO
372.86,True,23.0,Casa,2.83,INEFICIENTE
155.33,True,6.0,Casa,0.2,INEFICIENTE
155.64,True,17.0,Casa,0.8,INEFICIENTE
218.94,True,14.0,Casa,0.31,INEFICIENTE
156.21,True,11.0,Casa,0.31,INEFICIENTE
109.23,True,14.0,Casa,0.06,MODERADO
18.11,True,4.0,Casa,0.0,EFICIENTE
323.95,True,13.0,Casa,4.46,INEFICIENTE
381.31,True,11.0,Casa,5.59,INEFICIENTE
171.34,True,18.0,Casa,1.5,INEFICIENTE
125.03,True,14.0,Casa,0.71,INEFICIENTE
499.62,True,14.0,Casa,6.11,INEFICIENTE
335.58,True,16.0,Casa,5.1,INEFICIENTE
84.34,True,10.0,Casa,0.34,MODERADO
135.22,True,11.0,Casa,1.15,INEFICIENTE
235.49,True,20.0,Casa,1.16,INEFICIENTE
253.51,True,7.0,Casa,3.84,INEFICIENTE
77.89,True,8.0,Casa,0.09,EFICIENTE
85.76,True,5.0,Casa,0.06,MODERADO
150.07,True,11.0,Casa,0.47,INEFICIENTE
106.87,True,13.0,Casa,0.27,MODERADO
115.1,True,17.0,Casa,0.36,INEFICIENTE
45.1,True,2.0,Casa,0.0,EFICIENTE
130.48,True,11.0,Casa,0.12,INEFICIENTE
89.58,True,10.0,Casa,0.18,MODERADO
171.48,True,18.0,Casa,1.46,INEFICIENTE
127.82,True,9.0,Casa,0.56,INEFICIENTE
139.04,True,8.0,Casa,0.18,INEFICIENTE
204.75,True,10.0,Casa,0.39,INEFICIENTE
193.69,True,13.0,Casa,1.67,INEFICIENTE
259.36,True,18.0,Casa,1.06,INEFICIENTE
273.74,True,12.0,Casa,3.09,INEFICIENTE
303.36,True,11.0,Casa,4.8,INEFICIENTE
288.07,True,18.0,Casa,3.82,INEFICIENTE
252.27,True,21.0,Casa,1.11,INEFICIENTE
113.15,True,10.0,Casa,1.54,INEFICIENTE
125.69,True,14.0,Casa,0.6,INEFICIENTE
136.3,True,11.0,Casa,1.12,INEFICIENTE
559.2,True,14.0,Casa,8.45,INEFICIENTE
249.5,True,11.0,Casa,3.07,INEFICIENTE
165.56,True,10.0,Casa,1.71,INEFICIENTE
170.84,True,12.0,Casa,0.8,INEFICIENTE
92.48,True,9.0,Casa,0.4,INEFICIENTE
146.82,True,11.0,Casa,1.7,INEFICIENTE
112.64,True,8.0,Casa,0.07,MODERADO
216.57,True,14.0,Casa,1.92,INEFICIENTE
136.53,True,14.0,Casa,0.12,MODERADO
133.54,True,8.0,Casa,0.27,INEFICIENTE
124.5,True,7.0,Casa,0.81,INEFICIENTE
144.2,True,14.0,Casa,0.54,INEFICIENTE
101.32,True,7.0,Casa,0.27,INEFICIENTE
439.79,True,13.0,Casa,7.58,INEFICIENTE
96.05,True,11.0,Casa,0.04,MODERADO
146.1,True,9.0,Casa,0.2,INEFICIENTE
113.03,True,5.0,Casa,0.38,INEFICIENTE
127.51,True,10.0,Casa,0.27,INEFICIENTE
110.44,True,10.0,Casa,0.21,INEFICIENTE
73.5,True,5.0,Casa,0.1,MODERADO
60.22,True,5.0,Casa,0.05,MODERADO
129.35,True,10.0,Casa,0.35,INEFICIENTE
181.47,True,11.0,Casa,0.46,INEFICIENTE
58.22,True,7.0,Casa,0.28,MODERADO
115.45,True,9.0,Casa,0.06,INEFICIENTE
46.88,True,6.0,Casa,0.0,EFICIENTE
43.79,True,5.0,Casa,0.0,EFICIENTE
351.88,True,10.0,Casa,5.56,INEFICIENTE
125.45,True,6.0,Casa,0.47,INEFICIENTE
135.21,True,8.0,Casa,0.11,INEFICIENTE
110.4,True,7.0,Casa,0.06,MODERADO
67.32,True,4.0,Casa,0.0,MODERADO
117.05,True,8.0,Casa,0.0,INEFICIENTE
99.29,True,6.0,Casa,0.11,MODERADO
209.72,True,11.0,Casa,1.02,INEFICIENTE
99.66,True,8.0,Casa,0.3,INEFICIENTE
96.09,True,10.0,Casa,0.15,MODERADO
129.73,True,8.0,Casa,0.19,INEFICIENTE
90.9,True,9.0,Casa,0.47,INEFICIENTE
62.34,True,3.0,Casa,0.33,MODERADO
191.75,True,11.0,Casa,0.29,INEFICIENTE
320.96,True,25.0,Casa,3.69,INEFICIENTE
138.08,True,6.0,Casa,1.81,INEFICIENTE
45.69,True,5.0,Casa,0.02,EFICIENTE
84.54,True,8.0,Casa,0.34,INEFICIENTE
80.81,True,4.0,Casa,0.0,MODERADO
189.65,True,17.0,Casa,1.34,INEFICIENTE
102.04,True,8.0,Casa,0.18,INEFICIENTE
78.02,True,8.0,Casa,0.18,MODERADO
192.55,True,24.0,Casa,1.99,INEFICIENTE
153.13,True,13.0,Casa,0.94,INEFICIENTE
103.2,True,9.0,Casa,0.23,INEFICIENTE
96.39,True,9.0,Casa,0.12,MODERADO
104.04,True,11.0,Casa,0.1,MODERADO
103.14,True,7.0,Casa,0.19,INEFICIENTE
52.17,True,7.0,Casa,0.15,EFICIENTE
219.74,True,11.0,Casa,0.34,INEFICIENTE
216.18,True,11.0,Casa,0.46,INEFICIENTE
64.21,True,5.0,Casa,0.0,MODERADO
64.38,True,4.0,Casa,0.11,MODERADO
244.17,True,12.0,Casa,0.72,INEFICIENTE
104.99,True,10.0,Casa,0.16,MODERADO
47.12,True,4.0,Casa,0.0,EFICIENTE
55.17,True,4.0,Casa,0.08,EFICIENTE
145.7,True,9.0,Casa,0.25,INEFICIENTE
68.95,True,10.0,Casa,0.06,EFICIENTE
150.58,True,11.0,Casa,0.74,INEFICIENTE
83.76,True,8.0,Casa,0.22,INEFICIENTE
856.93,True,23.0,Casa,8.91,INEFICIENTE
93.56,True,7.0,Casa,0.39,INEFICIENTE
91.49,True,3.0,Casa,0.0,INEFICIENTE
240.45,True,17.0,Casa,0.78,INEFICIENTE
49.96,True,5.0,Casa,0.1,EFICIENTE
4.36,True,1.0,Casa,0.0,EFICIENTE
148.35,True,16.0,Casa,0.11,MODERADO
151.87,True,9.0,Casa,0.19,INEFICIENTE
18.87,True,5.0,Casa,0.1,EFICIENTE
121.9,True,8.0,Casa,0.96,INEFICIENTE
95.34,True,9.0,Casa,0.05,MODERADO
89.39,True,8.0,Casa,0.13,MODERADO
145.57,True,7.0,Casa,0.29,INEFICIENTE
124.91,True,6.0,Casa,0.67,INEFICIENTE
183.13,True,8.0,Casa,0.14,INEFICIENTE
144.22,True,12.0,Casa,1.43,INEFICIENTE
271.69,True,14.0,Casa,2.18,INEFICIENTE
91.13,True,11.0,Casa,0.22,MODERADO
98.55,True,12.0,Casa,0.09,MODERADO
236.54,True,12.0,Casa,3.27,INEFICIENTE
68.65,True,7.0,Casa,0.04,EFICIENTE
97.47,True,8.0,Casa,0.15,MODERADO
13.19,True,3.0,Casa,0.11,EFICIENTE
46.77,True,1.0,Casa,0.0,MODERADO
192.45,True,17.0,Casa,2.89,INEFICIENTE
105.83,True,14.0,Casa,0.4,MODERADO
320.65,True,5.0,Casa,2.46,INEFICIENTE
76.95,True,5.0,Casa,0.27,MODERADO
132.5,True,11.0,Casa,0.23,INEFICIENTE
75.1,True,5.0,Casa,0.16,MODERADO
136.8,True,3.0,Vivienda_compartida,2.2,INEFICIENTE
172.12,True,11.0,Casa,0.03,INEFICIENTE
55.88,True,4.0,Casa,0.0,EFICIENTE
165.57,True,10.0,Casa,1.98,INEFICIENTE
138.28,True,11.0,Casa,0.47,INEFICIENTE
238.32,True,11.0,Casa,3.67,INEFICIENTE
141.03,True,10.0,Casa,0.25,INEFICIENTE
101.29,True,9.0,Casa,0.86,INEFICIENTE
78.25,True,8.0,Casa,0.13,EFICIENTE
127.14,True,8.0,Casa,1.4,INEFICIENTE
119.67,True,7.0,Casa,0.07,INEFICIENTE
89.87,True,6.0,Casa,0.6,INEFICIENTE
132.25,True,10.0,Casa,0.45,INEFICIENTE
78.63,True,8.0,Casa,0.08,EFICIENTE
277.13,True,15.0,Casa,3.52,INEFICIENTE
104.82,True,11.0,Casa,1.14,INEFICIENTE
164.13,True,6.0,Casa,0.02,INEFICIENTE
103.05,True,9.0,Casa,0.17,MODERADO
87.77,True,4.0,Casa,0.03,MODERADO
159.03,True,7.0,Casa,0.1,INEFICIENTE
95.0,True,7.0,Casa,0.1,MODERADO
114.17,True,8.0,Casa,0.04,INEFICIENTE
52.57,True,5.0,Casa,0.01,EFICIENTE
128.24,True,8.0,Casa,0.71,INEFICIENTE
110.23,True,10.0,Casa,0.11,MODERADO
48.18,True,8.0,Casa,0.06,EFICIENTE
101.2,True,11.0,Casa,0.16,MODERADO
52.76,True,6.0,Casa,0.06,EFICIENTE
14.57,True,2.0,Casa,0.0,EFICIENTE
139.17,True,8.0,Casa,1.24,INEFICIENTE
130.3,True,17.0,Casa,0.4,INEFICIENTE
88.54,True,8.0,Casa,0.34,INEFICIENTE
39.13,True,9.0,Casa,0.06,EFICIENTE
109.35,True,7.0,Casa,0.99,INEFICIENTE
86.41,True,12.0,Casa,0.22,MODERADO
9.04,True,5.0,Casa,0.05,EFICIENTE
83.68,True,14.0,Casa,0.46,MODERADO
46.59,True,1.0,Casa,0.0,MODERADO
95.96,True,10.0,Casa,0.04,MODERADO
32.23,True,2.0,Casa,0.02,EFICIENTE
86.58,True,16.0,Casa,0.34,MODERADO
93.88,True,12.0,Casa,0.22,MODERADO
69.5,True,4.0,Casa,0.0,MODERADO
48.08,True,9.0,Casa,0.17,EFICIENTE
53.09,True,1.0,Casa,0.0,MODERADO
21.92,True,2.0,Casa,0.1,EFICIENTE
68.74,True,7.0,Casa,0.05,EFICIENTE
91.14,True,9.0,Casa,0.03,MODERADO
235.05,True,11.0,Casa,2.21,INEFICIENTE
160.98,True,13.0,Casa,0.66,INEFICIENTE
34.96,True,2.0,Casa,0.0,EFICIENTE
532.65,True,13.0,Casa,9.82,INEFICIENTE
92.44,True,7.0,Casa,0.0,MODERADO
9.92,True,1.0,Casa,0.0,EFICIENTE
92.09,True,8.0,Casa,0.3,INEFICIENTE
77.41,True,7.0,Casa,0.27,MODERADO
212.07,True,7.0,Casa,2.11,INEFICIENTE
70.6,True,5.0,Casa,0.0,MODERADO
56.38,True,5.0,Casa,0.0,EFICIENTE
70.89,True,7.0,Casa,0.04,MODERADO
141.64,True,9.0,Casa,0.55,INEFICIENTE
45.2,True,6.0,Casa,0.12,EFICIENTE
101.23,True,8.0,Casa,0.23,INEFICIENTE
135.12,True,12.0,Casa,0.06,INEFICIENTE
82.73,True,4.0,Casa,0.1,MODERADO
242.5,True,16.0,Casa,1.77,INEFICIENTE
205.84,True,23.0,Casa,0.21,INEFICIENTE
180.53,True,14.0,Casa,2.65,INEFICIENTE
151.93,True,15.0,Casa,1.78,INEFICIENTE
124.09,True,14.0,Casa,0.49,INEFICIENTE
171.44,True,15.0,Casa,0.38,INEFICIENTE
119.61,True,7.0,Casa,0.11,INEFICIENTE
97.6,True,6.0,Casa,0.19,INEFICIENTE
182.02,True,15.0,Casa,1.72,INEFICIENTE
136.78,True,13.0,Casa,1.26,INEFICIENTE
109.01,True,8.0,Casa,0.2,INEFICIENTE
172.74,True,15.0,Casa,0.89,INEFICIENTE
115.12,True,10.0,Casa,0.43,INEFICIENTE
122.99,True,14.0,Casa,0.17,MODERADO
105.35,True,14.0,Casa,0.19,MODERADO
189.13,True,20.0,Casa,2.25,INEFICIENTE
162.14,True,16.0,Casa,1.46,INEFICIENTE
69.14,True,7.0,Casa,0.11,EFICIENTE
129.24,True,8.0,Casa,0.36,INEFICIENTE
82.43,True,10.0,Casa,0.22,MODERADO
116.79,True,10.0,Casa,0.1,INEFICIENTE
60.93,True,7.0,Casa,0.02,EFICIENTE
101.46,True,8.0,Casa,0.28,INEFICIENTE
546.73,True,16.0,Casa,9.85,INEFICIENTE
611.58,True,17.0,Casa,9.66,INEFICIENTE
134.55,True,12.0,Casa,0.12,INEFICIENTE
396.57,True,27.0,Casa,4.75,INEFICIENTE
313.72,True,17.0,Casa,4.19,INEFICIENTE
262.69,True,14.0,Casa,3.32,INEFICIENTE
65.83,True,4.0,Casa,0.23,MODERADO
80.78,True,11.0,Casa,0.06,EFICIENTE
54.54,True,4.0,Casa,0.03,EFICIENTE
93.4,True,11.0,Casa,0.14,MODERADO
371.97,True,14.0,Casa,4.93,INEFICIENTE
66.57,True,9.0,Casa,0.15,EFICIENTE
103.75,True,13.0,Casa,0.43,MODERADO
58.9,True,9.0,Casa,0.0,EFICIENTE
183.5,True,11.0,Casa,1.61,INEFICIENTE
35.39,True,3.0,Casa,0.01,EFICIENTE
238.34,True,8.0,Casa,2.3,INEFICIENTE
88.83,True,8.0,Casa,0.25,INEFICIENTE
44.03,True,5.0,Casa,0.02,EFICIENTE
75.46,True,5.0,Casa,0.23,MODERADO
1.11,True,1.0,Casa,0.02,EFICIENTE
120.58,True,15.0,Casa,0.19,INEFICIENTE
300.63,True,23.0,Casa,2.38,INEFICIENTE
143.23,True,10.0,Casa,0.14,INEFICIENTE
91.03,True,13.0,Casa,0.33,MODERADO
95.43,True,5.0,Casa,0.04,MODERADO
293.39,True,22.0,Casa,2.52,INEFICIENTE
169.59,True,15.0,Casa,0.91,INEFICIENTE
97.88,True,10.0,Casa,0.35,MODERADO
103.63,True,7.0,Casa,0.08,MODERADO
248.11,True,11.0,Casa,0.89,INEFICIENTE
166.03,True,14.0,Casa,1.51,INEFICIENTE
213.12,True,12.0,Casa,0.75,INEFICIENTE
230.61,True,14.0,Casa,0.43,INEFICIENTE
78.83,True,9.0,Casa,0.48,MODERADO
157.17,True,5.0,Casa,1.97,INEFICIENTE
96.01,True,6.0,Casa,0.11,MODERADO
78.26,True,8.0,Casa,0.06,EFICIENTE
70.91,True,5.0,Casa,0.4,MODERADO
94.03,True,8.0,Casa,0.0,MODERADO
99.93,True,7.0,Casa,0.48,INEFICIENTE
114.15,True,8.0,Casa,0.16,INEFICIENTE
69.13,True,8.0,Casa,0.3,MODERADO
167.13,True,14.0,Casa,0.87,INEFICIENTE
118.89,True,8.0,Casa,0.31,INEFICIENTE
74.63,True,6.0,Casa,0.06,MODERADO
80.19,True,6.0,Casa,0.15,MODERADO
44.95,True,6.0,Casa,0.11,EFICIENTE
95.97,True,8.0,Casa,0.01,MODERADO
58.74,True,7.0,Casa,0.15,EFICIENTE
86.82,True,6.0,Casa,0.04,MODERADO
62.83,True,7.0,Casa,0.14,EFICIENTE
105.01,True,11.0,Casa,0.42,MODERADO
159.09,True,15.0,Casa,0.39,INEFICIENTE
127.35,True,8.0,Casa,0.31,INEFICIENTE
201.18,True,12.0,Casa,0.9,INEFICIENTE
122.8,True,11.0,Casa,1.76,INEFICIENTE
41.87,True,3.0,Casa,0.0,EFICIENTE
96.38,True,10.0,Casa,0.26,MODERADO
88.71,True,6.0,Casa,0.08,MODERADO
116.26,True,8.0,Casa,0.53,INEFICIENTE
65.4,True,4.0,Casa,0.0,MODERADO
102.47,True,10.0,Casa,0.16,MODERADO
42.68,True,4.0,Casa,0.0,EFICIENTE
131.29,True,12.0,Casa,0.36,INEFICIENTE
80.89,True,8.0,Casa,0.05,MODERADO
83.36,True,7.0,Casa,0.03,MODERADO
48.72,True,7.0,Casa,0.05,EFICIENTE
72.85,True,7.0,Casa,0.15,MODERADO
156.28,True,9.0,Casa,1.35,INEFICIENTE
88.12,True,6.0,Casa,0.08,MODERADO
149.31,True,15.0,Casa,0.65,INEFICIENTE
106.95,True,12.0,Casa,0.65,INEFICIENTE
80.42,True,5.0,Casa,0.26,MODERADO
136.41,True,16.0,Casa,0.39,INEFICIENTE
61.39,True,6.0,Casa,0.04,MODERADO
96.64,True,5.0,Casa,0.07,MODERADO
77.12,True,6.0,Casa,0.04,MODERADO
97.29,True,9.0,Casa,0.23,INEFICIENTE
89.12,True,8.0,Casa,0.12,MODERADO
92.69,True,8.0,Casa,0.34,INEFICIENTE
81.3,True,9.0,Casa,0.02,EFICIENTE
98.2,True,7.0,Casa,0.04,MODERADO
56.25,True,6.0,Casa,0.17,EFICIENTE
137.97,True,10.0,Casa,1.44,INEFICIENTE
126.2,True,7.0,Casa,0.22,INEFICIENTE
160.15,True,9.0,Casa,0.74,INEFICIENTE
4.14,True,1.0,Casa,0.0,EFICIENTE
197.47,True,9.0,Casa,1.8,INEFICIENTE
132.91,True,8.0,Casa,1.15,INEFICIENTE
74.43,True,5.0,Casa,0.0,MODERADO
65.66,True,8.0,Casa,0.08,EFICIENTE
152.14,True,12.0,Casa,0.24,INEFICIENTE
167.08,True,9.0,Casa,0.32,INEFICIENTE
104.42,True,8.0,Casa,0.58,INEFICIENTE
141.87,True,12.0,Casa,0.39,INEFICIENTE
110.64,True,14.0,Casa,0.36,MODERADO
121.4,True,16.0,Casa,0.49,INEFICIENTE
38.99,True,8.0,Casa,0.08,EFICIENTE
11.82,True,4.0,Casa,0.03,EFICIENTE
148.04,True,9.0,Casa,0.78,INEFICIENTE
64.25,True,8.0,Casa,0.06,EFICIENTE
86.83,True,5.0,Casa,0.17,MODERADO
47.35,True,4.0,Casa,0.01,EFICIENTE
76.6,True,8.0,Casa,0.09,EFICIENTE
33.51,True,6.0,Casa,0.06,EFICIENTE
27.91,True,1.0,Casa,0.0,MODERADO
85.54,True,4.0,Casa,0.0,MODERADO
26.78,True,6.0,Casa,0.0,EFICIENTE
58.62,True,8.0,Casa,0.16,EFICIENTE
101.07,True,10.0,Casa,0.0,MODERADO
76.83,True,5.0,Casa,0.05,MODERADO
156.67,True,9.0,Casa,0.16,INEFICIENTE
150.91,True,6.0,Casa,1.63,INEFICIENTE
97.32,True,6.0,Casa,0.11,MODERADO
71.18,True,7.0,Casa,0.08,MODERADO
97.52,True,7.0,Casa,0.4,INEFICIENTE
166.98,True,13.0,Casa,0.18,INEFICIENTE
91.89,True,8.0,Casa,0.34,INEFICIENTE
179.0,True,8.0,Casa,0.16,INEFICIENTE
80.23,True,9.0,Casa,0.54,MODERADO
107.79,True,9.0,Casa,0.53,INEFICIENTE
167.71,True,17.0,Casa,0.88,INEFICIENTE
821.68,True,18.0,Casa,11.27,INEFICIENTE
86.51,True,6.0,Casa,0.02,MODERADO
3.64,True,1.0,Casa,0.0,EFICIENTE
150.47,True,11.0,Casa,0.59,INEFICIENTE
98.47,True,7.0,Casa,0.01,MODERADO
72.4,True,9.0,Casa,0.11,EFICIENTE
252.88,True,16.0,Casa,0.93,INEFICIENTE
63.78,True,11.0,Casa,0.09,EFICIENTE
83.21,True,7.0,Casa,0.35,INEFICIENTE
134.05,True,16.0,Casa,1.27,INEFICIENTE
87.45,True,6.0,Casa,0.0,MODERADO
80.27,True,5.0,Casa,0.34,MODERADO
178.15,True,6.0,Casa,1.6,INEFICIENTE
124.16,True,7.0,Casa,0.13,INEFICIENTE
83.16,True,8.0,Casa,0.23,INEFICIENTE
103.81,True,8.0,Casa,0.58,INEFICIENTE
143.35,True,15.0,Casa,0.3,INEFICIENTE
67.5,True,7.0,Casa,0.08,EFICIENTE
91.27,True,11.0,Casa,0.37,MODERADO
94.32,True,7.0,Casa,0.23,INEFICIENTE
105.41,True,7.0,Casa,0.06,MODERADO
113.58,True,8.0,Casa,0.02,MODERADO
147.79,True,13.0,Casa,0.06,INEFICIENTE
53.33,True,6.0,Casa,0.08,EFICIENTE
140.62,True,9.0,Casa,0.11,INEFICIENTE
135.33,True,5.0,Casa,0.0,INEFICIENTE
161.95,True,14.0,Casa,0.15,INEFICIENTE
50.13,True,7.0,Casa,0.09,EFICIENTE
126.3,True,14.0,Casa,0.59,INEFICIENTE
70.18,True,3.0,Casa,0.0,MODERADO
50.49,True,3.0,Casa,0.01,EFICIENTE
78.55,True,3.0,Casa,0.0,MODERADO
46.56,True,3.0,Casa,0.0,EFICIENTE
137.85,True,11.0,Casa,1.45,INEFICIENTE
81.18,True,8.0,Casa,0.3,MODERADO
105.14,True,10.0,Casa,0.14,MODERADO
43.14,True,3.0,Casa,0.13,EFICIENTE
86.28,True,8.0,Casa,0.07,MODERADO
82.73,True,7.0,Casa,0.01,MODERADO
130.52,True,8.0,Casa,0.49,INEFICIENTE
171.38,True,10.0,Casa,0.55,INEFICIENTE
137.5,True,15.0,Casa,0.31,INEFICIENTE
94.24,True,8.0,Casa,0.33,INEFICIENTE
155.42,True,10.0,Casa,0.14,INEFICIENTE
116.6,True,8.0,Casa,0.86,INEFICIENTE
108.16,True,9.0,Casa,0.59,INEFICIENTE
482.47,True,18.0,Casa,5.48,INEFICIENTE
96.9,True,10.0,Casa,0.26,MODERADO
257.44,True,8.0,Casa,3.27,INEFICIENTE
148.22,True,12.0,Casa,0.34,INEFICIENTE
117.9,True,9.0,Casa,1.13,INEFICIENTE
121.58,True,6.0,Casa,0.02,INEFICIENTE
122.56,True,6.0,Casa,0.0,INEFICIENTE
231.83,True,13.0,Casa,3.49,INEFICIENTE
85.62,True,8.0,Casa,0.11,MODERADO
69.0,True,6.0,Casa,0.01,MODERADO
123.5,True,10.0,Casa,1.09,INEFICIENTE
56.13,True,6.0,Casa,0.03,EFICIENTE
60.58,True,5.0,Casa,0.23,MODERADO
83.01,True,7.0,Casa,0.31,MODERADO
71.94,True,10.0,Casa,0.2,MODERADO
6.54,True,3.0,Casa,0.05,EFICIENTE
90.0,True,1.0,Casa,1.97,INEFICIENTE
82.46,True,5.0,Casa,0.28,MODERADO
102.73,True,6.0,Casa,0.95,INEFICIENTE
89.58,True,7.0,Casa,0.17,MODERADO
130.93,True,6.0,Casa,0.29,INEFICIENTE
81.31,True,6.0,Casa,0.49,MODERADO
9.67,True,2.0,Casa,0.04,EFICIENTE
55.75,True,7.0,Casa,0.07,EFICIENTE
106.01,True,5.0,Casa,0.23,INEFICIENTE
76.1,True,9.0,Casa,0.18,MODERADO
37.51,True,5.0,Casa,0.09,EFICIENTE
67.4,True,3.0,Casa,0.0,MODERADO
55.64,True,8.0,Casa,0.17,EFICIENTE
94.36,True,7.0,Casa,0.42,INEFICIENTE
3.04,True,0.0,Casa,0.0,EFICIENTE
67.05,True,6.0,Casa,0.19,MODERADO
125.85,True,7.0,Casa,0.4,INEFICIENTE
2.92,True,1.0,Casa,0.0,EFICIENTE
51.29,True,2.0,Casa,0.0,MODERADO
2.74,True,0.0,Casa,0.0,EFICIENTE
168.5,True,18.0,Casa,1.33,INEFICIENTE
72.89,True,3.0,Casa,0.0,MODERADO
9.13,True,0.0,Casa,0.0,EFICIENTE
2.65,True,0.0,Casa,0.0,EFICIENTE
13.71,True,2.0,Casa,0.0,EFICIENTE
71.32,True,4.0,Casa,0.0,MODERADO
6.5,True,2.0,Casa,0.0,EFICIENTE
6.03,True,0.0,Casa,0.0,EFICIENTE
20.84,True,2.0,Casa,0.0,EFICIENTE
60.17,True,3.0,Casa,0.0,MODERADO
29.72,True,3.0,Casa,0.0,EFICIENTE
241.59,True,10.0,Casa,4.01,INEFICIENTE
17.06,True,1.0,Casa,0.0,EFICIENTE
49.31,True,1.0,Casa,0.0,MODERADO
97.66,True,9.0,Casa,0.1,MODERADO
129.81,True,6.0,Casa,0.0,INEFICIENTE
134.67,True,9.0,Casa,0.17,INEFICIENTE
78.67,True,8.0,Casa,0.49,MODERADO
91.97,True,6.0,Casa,0.38,INEFICIENTE
85.84,True,5.0,Casa,0.07,MODERADO
69.85,True,3.0,Casa,0.0,MODERADO
95.64,True,11.0,Casa,0.57,MODERADO
112.51,True,11.0,Casa,0.21,INEFICIENTE
107.59,True,10.0,Casa,0.05,MODERADO
199.61,True,9.0,Casa,0.38,INEFICIENTE
72.68,True,7.0,Casa,0.0,MODERADO
173.99,True,8.0,Casa,0.39,INEFICIENTE
130.07,True,8.0,Casa,0.38,INEFICIENTE
63.45,True,7.0,Casa,0.16,EFICIENTE
59.05,True,6.0,Casa,0.15,EFICIENTE
27.22,True,4.0,Casa,0.08,EFICIENTE
170.18,True,7.0,Casa,1.03,INEFICIENTE
52.0,True,3.0,Casa,0.0,EFICIENTE
117.29,True,6.0,Casa,0.11,INEFICIENTE
46.25,True,6.0,Casa,0.04,EFICIENTE
56.55,True,7.0,Casa,0.17,EFICIENTE
105.8,True,8.0,Casa,0.08,MODERADO
86.63,True,7.0,Casa,0.33,INEFICIENTE
75.04,True,9.0,Casa,0.1,EFICIENTE
76.86,True,10.0,Casa,0.17,EFICIENTE
77.26,True,9.0,Casa,0.28,MODERADO
122.12,True,9.0,Casa,0.24,INEFICIENTE
81.15,True,21.0,Casa,0.21,MODERADO
93.47,True,7.0,Casa,1.33,INEFICIENTE
73.62,True,8.0,Casa,0.2,MODERADO
105.81,True,14.0,Casa,0.38,MODERADO
55.83,True,6.0,Casa,0.46,EFICIENTE
106.4,True,7.0,Casa,0.11,MODERADO
52.87,True,8.0,Casa,0.21,EFICIENTE
75.06,True,9.0,Casa,0.06,EFICIENTE
